"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"261","RT @syregolden: toujours les go qui s‚Äôfont doigter dans le fond du bus qui ouvre leur grosse gueule putain niquez vos m√®res deux minutes",FALSE,0,NA,2018-01-31 00:31:33,FALSE,NA,"958497946877689856",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","melissageisha",3,TRUE,FALSE,NA,NA
"262","RT @stellzk: I am a: 
‚ö™Ô∏èman
‚ö™Ô∏èwoman
Ì†ΩÌ¥òCU Boulder student

Seeking:
‚ö™Ô∏èman
‚ö™Ô∏èwoman
Ì†ΩÌ¥òTo be hit by the Buff Bus https://t.co/7mBLeWZuCh",FALSE,0,NA,2018-01-31 00:31:32,FALSE,NA,"958497942473551872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CaseyOutrSpacey",6,TRUE,FALSE,NA,NA
"263","RT @TheR___: Dans la vie y‚Äôa d√®s truc t‚Äôoublie genre des truc banal mais moi j‚Äôai r√©ussi a oubli√© ma voiture et jsuis rentre en bus comme s‚Ä¶",FALSE,0,NA,2018-01-31 00:31:30,FALSE,NA,"958497937117597696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","InesAptv",690,TRUE,FALSE,NA,NA
"264","@MVTATransit hi! Is it possible to take the 460 bus north in the afternoon to get to downtown? Thanks!",FALSE,0,"MVTATransit",2018-01-31 00:31:30,FALSE,NA,"958497936266100736","1514406216","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jasoncvincent",0,FALSE,FALSE,NA,NA
"265","„Åî‰πóËªä„ÅÇ„Çä„Åå„Å®„ÅÜ„Åî„Åñ„ÅÑ„Åæ„Åô„ÄÇÊ¨°„ÅØ„ÄÅÈùíËëâÂè∞Êù±Âè£„ÄÅÈùíËëâÂè∞Êù±Âè£„Åß„Åî„Åñ„ÅÑ„Åæ„Åô„ÄÇ",FALSE,0,NA,2018-01-31 00:31:30,FALSE,NA,"958497936165412864",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","hitachi_bus_bot",0,FALSE,FALSE,NA,NA
"266","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:30,FALSE,NA,"958497935020277760",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_The_Rainbows_",18815,TRUE,FALSE,NA,NA
"267","RT @VetEduSuccess: .@realDonaldTrump should send ICE agents to the next @NancyPelosi speech. They'll leave w/ bus loads of illegal immigran‚Ä¶",FALSE,0,NA,2018-01-31 00:31:28,FALSE,NA,"958497926946242560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","VetEduSuccess",30,TRUE,FALSE,NA,NA
"268","@BBCWorld People are getting ridiculous.  Lots of support on the greyhound bus or Amtrak.",FALSE,0,"BBCWorld",2018-01-31 00:31:26,FALSE,"958477824347820032","958497920185262081","742143","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","THerkey",0,FALSE,FALSE,NA,NA
"269","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:20,FALSE,NA,"958497893450731520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jadelouise___",18815,TRUE,FALSE,NA,NA
"270","RT @SweetberryTae_: Recuerdan cuando Jungkook encontr√≥ un bus con su nombre por su cumplea√±os
Estaba muy feliz y apenado...‚ô°‚ô°

#ThankYouJun‚Ä¶",FALSE,0,NA,2018-01-31 00:31:20,FALSE,NA,"958497893102571520",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pUeCZk4oVNVghmE",692,TRUE,FALSE,NA,NA
"271","RT @sntb29481: „Åë„ÇÑ„ÅçÂùÇÔºíÊúüÁîü„Åå„ÄÅ„Åæ„Åï„Åã„ÅÆ‰πÉÊú®ÂùÇ„ÅÆ„Äå„Åä„ÅÑ„Åß„Ç∑„É£„É≥„Éó„Éº„Äç„Çí„É©„Ç§„Éñ„Åß„Ç´„Éê„Éº„Å™„Çì„Å†„Åë„Å©„ÄÅ„Åë„ÇÑ„ÅçÂùÇÔºíÊúüÁîü„Åæ„Åß„ÄÅÊ¨ÖÂùÇ„ÅÆ„Çà„ÅÜ„Å™„Ç∑„É™„Ç¢„Çπ„Åß„Ç´„ÉÉ„Ç≥„ÅÑ„ÅÑË∑ØÁ∑ö„ÇíÁúü‰ºº„ÇãÂøÖË¶Å„ÅØÁÑ°„ÅÑÊ∞ó„ÇÇ„Åô„Çã„ÄÇ„ÇÄ„Åó„Çç„Åù„ÅÆÁ∏õ„Çä„ÇíÂ§ñ„Åó„Å¶„ÄÅ„ÇÇ„Å£„Å®‰º∏„Å≥‰º∏„Å≥„Åó„Åü„ÄÅÁîòÈÖ∏„Å£„Å±„ÅÑÈùíÊò•„Å™ÊÑü„ÅòÔºàÂàùÊúü„ÅÆ‰πÉÊú®ÂùÇÔºüÔºâ‚Ä¶",FALSE,0,NA,2018-01-31 00:31:19,FALSE,NA,"958497890380345344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallow_bus",5,TRUE,FALSE,NA,NA
"272","RT @TheLastRefuge2: 30. Priestap's boss, Andrew McCabe has been caught. His subordinate, Peter Strzok, has most certainly been caught.  And‚Ä¶",FALSE,0,NA,2018-01-31 00:31:19,FALSE,NA,"958497889742880773",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","robyns323",694,TRUE,FALSE,NA,NA
"273","RT @matteosalvinimi: #Salvini: Se do una parola, quella √®. Se mi prendessi un IMPEGNO con gli italiani e non lo rispettassi, avrei vergogna‚Ä¶",FALSE,0,NA,2018-01-31 00:31:19,FALSE,NA,"958497889008979969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarcoPetrelli3",134,TRUE,FALSE,NA,NA
"274","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:31:18,FALSE,NA,"958497886081306624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","socialxghost_",805,TRUE,FALSE,NA,NA
"275","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:18,FALSE,NA,"958497885057843200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AcidGold",18815,TRUE,FALSE,NA,NA
"276","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:31:17,FALSE,NA,"958497881786322946",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Denimsarmy",805,TRUE,FALSE,NA,NA
"277","Estaba en el bus y veo tres armys bailando y cantando mic drop, as√≠ que, empec√© a cantar y bailar hellevator... me‚Ä¶ https://t.co/4030QiQexU",FALSE,0,NA,2018-01-31 00:31:17,TRUE,NA,"958497880553254914",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KidsCocacola",0,FALSE,FALSE,NA,NA
"278","RT @bhminis_: 180130 TCC Centre #RAINZ fansign #leekiwon post it
Q. you woke up and realised you are now eunki! what is your reaction?
A. i‚Ä¶",FALSE,0,NA,2018-01-31 00:31:17,FALSE,NA,"958497879076868096",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jwwmin",6,TRUE,FALSE,NA,NA
"279","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:15,FALSE,NA,"958497870952484864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sweqyolo",18815,TRUE,FALSE,NA,NA
"280","@traecrowder Yes for sure....and on the subway, and bus, and walking down the street, etc, etc.",FALSE,0,"traecrowder",2018-01-31 00:31:14,FALSE,"958138387919126528","958497866414153730","92896595","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","leeahawn",0,FALSE,FALSE,NA,NA
"281","Me sub√≠ a un bus que me di√≥ la vuelta por todo el centro, tiene vallenatos a full volumen y HAY TRANC√ìN!!! por favo‚Ä¶ https://t.co/K5HiOVqI2B",FALSE,0,NA,2018-01-31 00:31:14,TRUE,NA,"958497866296815616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Srta_XL",0,FALSE,FALSE,NA,NA
"282","@Maffewgregg I would've been OK if you simply said something like ""Kelly is back at it again"", but you threw a lot‚Ä¶ https://t.co/IBEzUbD60e",FALSE,0,"Maffewgregg",2018-01-31 00:31:11,TRUE,"958494850399293440","958497856553345025","54647404","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","BonieTemtrees",0,FALSE,FALSE,NA,NA
"283","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:10,FALSE,NA,"958497850744279040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KSchulhoff",18815,TRUE,FALSE,NA,NA
"284","RT @SweetberryTae_: Recuerdan cuando Jungkook encontr√≥ un bus con su nombre por su cumplea√±os
Estaba muy feliz y apenado...‚ô°‚ô°

#ThankYouJun‚Ä¶",FALSE,0,NA,2018-01-31 00:31:08,FALSE,NA,"958497844008292352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KookiieDeBts",692,TRUE,FALSE,NA,NA
"285","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:31:07,FALSE,NA,"958497838110932993",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","hoshuwa",4172,TRUE,FALSE,NA,NA
"286","RT @saluckiks: Mdrrr tu vas tranquillement prendre le bus https://t.co/6Oh0RAFDrb",FALSE,0,NA,2018-01-31 00:31:05,FALSE,NA,"958497830695563264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Adamafunky",7566,TRUE,FALSE,NA,NA
"287","RT @FreeMemesKids: When you're playing fortnite waiting for the bus to leave https://t.co/HpueMSt6tZ",FALSE,0,NA,2018-01-31 00:31:03,FALSE,NA,"958497821837217794",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ItsRio_Gaming",17547,TRUE,FALSE,NA,NA
"288","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:31:02,FALSE,NA,"958497820004306946",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HoseokPhlox",805,TRUE,FALSE,NA,NA
"289","RT @JackAssVine: when u lean ur head against the bus window https://t.co/JvHNjH8k28",FALSE,0,NA,2018-01-31 00:31:02,FALSE,NA,"958497819605831680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KleshaDarroux",467,TRUE,FALSE,NA,NA
"290","Se realiz√≥ la presentaci√≥n de un bus el√©ctrico que circular√° de manera gratuita por la ciudad de #Cuenca desde el 3‚Ä¶ https://t.co/UeGYYxZFRM",FALSE,0,NA,2018-01-31 00:31:02,TRUE,NA,"958497819584851969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FerPica",0,FALSE,FALSE,NA,NA
"291","Sewa bus wisata jakarta terekonomis*/&lt;-&gt;   https://t.co/45PfbYSU66",FALSE,0,NA,2018-01-31 00:31:02,FALSE,NA,"958497818498424837",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","ventura_prima",0,FALSE,FALSE,NA,NA
"292","ATTI: #MLMallPM Bus 141 on the Mall PM has arrived at the Westover Triangle: 1/30/2018 7:30:54 PM",FALSE,0,NA,2018-01-31 00:31:02,FALSE,NA,"958497816824999936",NA,"<a href=""http://tweetymail.com"" rel=""nofollow"">tweetymail</a>","MLMallpm",0,FALSE,FALSE,NA,NA
"293","RT @hinachimarch46: ÈÅÇ„Å´„Åì„ÅÆÊó•„ÅåÊù•„Åæ„Åó„Åü„Å≠ÔºÅ
Êó•Â•à„Å°„ÇÉ„ÇìË™ïÁîüÊó•„Åä„ÇÅ„Åß„Å®„ÅÜ(((o(*Ôæü‚ñΩÔæü*)o)))
ÊúÄÂàù„ÅØ2nd„ÅÆ„Éê„Çπ„É©„ÅßËá™Â∑±Á¥π‰ªã„Çí„Åó„Å¶„ÅÑ„Çã„ÅÇ„Å™„Åü„ÇíË¶ã„Å¶Â∞ë„ÅóÊ∞ó„Å´„Å™„Çã„Å™„Å®„ÅÑ„ÅÜÁ®ãÂ∫¶„Åß„Åó„Åü„ÄÇ
„Åß„Åô„Åå„ÄÅÊ∞ó„Å•„ÅÑ„Åü„ÇâÊè°Êâã‰ºö„Å´Ë°å„ÅèÁ®ã„ÅÆÊé®„Åó„Å´„Å™„Å£„Å¶„ÅÑ„Åæ„Åó„Åü( *^Ëâ∏^)‚Ä¶",FALSE,0,NA,2018-01-31 00:31:00,FALSE,NA,"958497811678478336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","swallow_bus",11,TRUE,FALSE,NA,NA
"294","The Who - Magic Bus (Stereo)",FALSE,0,NA,2018-01-31 00:31:00,FALSE,NA,"958497810214776832",NA,"<a href=""http://www.1290martiniradio.com/"" rel=""nofollow"">What's on 1290 Martini</a>","NowOnMKEOldies",0,FALSE,FALSE,NA,NA
"295","@miyuripple Á¥†Êïµ„Å™ÔºëÊó•„Çí„Å≠(^-^*)/‚òïÌ†ºÌΩî",FALSE,0,"miyuripple",2018-01-31 00:31:00,FALSE,"958496075555287041","958497810063618049","1498231346","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smile_bus",0,FALSE,FALSE,NA,NA
"296","RT @OfficialCTAA: #NC: Free rides for teens and new bus routes are proposed in #Raleigh and #Wake County - https://t.co/iec4KAHIEo",FALSE,0,NA,2018-01-31 00:31:00,FALSE,NA,"958497809367535616",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JoannHutchinson",1,TRUE,FALSE,NA,NA
"297","@jotarlk17 Conchiladinha no bus √© lei, babo at√© em quem t√° do meu lado kkk",FALSE,1,"jotarlk17",2018-01-31 00:30:59,FALSE,"958497424909262848","958497807010271232","3476155755","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manag_rapunzel",0,FALSE,FALSE,NA,NA
"298","UPDATE: I-80 BUS W still jammed. Will add 20m to your drive #SacTraffic https://t.co/MI2h8zI3Vy https://t.co/zGg5OXt5H2",FALSE,0,NA,2018-01-31 00:30:59,FALSE,NA,"958497806267842560",NA,"<a href=""http://www.waze.com"" rel=""nofollow"">Waze Incidents Server</a>","WazeTrafficSac",0,FALSE,FALSE,NA,NA
"299","@DoeJanedoe1985 @cari_garrett @KotterCouture @Venin___ @HypercubeCubed @kathyAnnMAGA @voguedele @TruckerBobS‚Ä¶ https://t.co/s15z33bApB",FALSE,0,"DoeJanedoe1985",2018-01-31 00:30:59,TRUE,"958494931630178305","958497804992892939","920805277170941953","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SonnyLloyd2",0,FALSE,FALSE,NA,NA
"300","RT @BYDelectricoEC: ""Un bus el√©ctrico en promedio evita la emisi√≥n anual de 160 toneladas de CO2, lo que equivale a un consumo de 16 mil ga‚Ä¶",FALSE,0,NA,2018-01-31 00:30:58,FALSE,NA,"958497800676921344",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ngelVirgilioBe1",6,TRUE,FALSE,NA,NA
"301","And my bag spilled and apparently I dropped my eyebrow wiz but luckily this girl found it and ran to the bus to giv‚Ä¶ https://t.co/Zrkyl9xaAC",FALSE,0,"SimplyyNatalie_",2018-01-31 00:30:57,TRUE,"958497502847688704","958497795383570433","174496859","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SimplyyNatalie_",0,FALSE,FALSE,NA,NA
"302","„ÄêÂ§ßÂ≠¶Áô∫„Äë 9:30„ÅÆ„Éê„Çπ„ÅÆÂá∫Áô∫ÊôÇÂàª„Åß„Åô„ÄÇ Ê¨°„ÅØ9:45„Åß„Åô„ÄÇ",FALSE,0,NA,2018-01-31 00:30:56,FALSE,NA,"958497792917364736",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","Bus_KWU",0,FALSE,FALSE,NA,NA
"303","""Esta banda va a estar siempre a tu lado"" Ì†ºÌæµÌ†ºÌæ∑ Algunos Bolsos esperaron al bus del DECANO y lo alentaron en la salida‚Ä¶ https://t.co/kJLiUYA78r",FALSE,36,NA,2018-01-31 00:30:55,TRUE,NA,"958497789595570176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PasionTricolor1",8,FALSE,FALSE,NA,NA
"304","@DjMissDoodlez j'utilise d√©j√† les nouveau, on peut garder en m√©moire les arr√™ts de bus que l'ont prend le plus souv‚Ä¶ https://t.co/BmQ0WWmdkV",FALSE,1,"DjMissDoodlez",2018-01-31 00:30:55,TRUE,"958496818249289728","958497786944741382","223719414","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","darknestgirl",0,FALSE,FALSE,NA,NA
"305","9ÊôÇ30ÂàÜÁô∫„ÄÄËã•Ê°úËªäÂ∫´Ë°å„Åç„ÅåÈ≥•ÂèñÈßÖ„ÇíÁô∫Ëªä„Åó„Åæ„Åó„Åü„ÄÇ",FALSE,0,NA,2018-01-31 00:30:53,FALSE,NA,"958497780837769216",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","kandai_bus",0,FALSE,FALSE,NA,NA
"306","RT @QuitoFluye: #HacemosQuito contribuyendo con la movilidad sostenible gracias al primer bus el√©ctrico de la ciudad. https://t.co/XV3nh9FE‚Ä¶",FALSE,0,NA,2018-01-31 00:30:53,FALSE,NA,"958497780560998401",NA,"<a href=""http://127.0.0.1"" rel=""nofollow"">Grow your account</a>","electro_coches",3,TRUE,FALSE,NA,NA
"307","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:53,FALSE,NA,"958497778413506561",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BTS_talent_2013",805,TRUE,FALSE,NA,NA
"308","i HATE my bus people",FALSE,0,NA,2018-01-31 00:30:52,FALSE,NA,"958497777993969664",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","issabull",0,FALSE,FALSE,NA,NA
"309","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:52,FALSE,NA,"958497776937168897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","xcassieexx",18815,TRUE,FALSE,NA,NA
"310","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:52,FALSE,NA,"958497776010055680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ravincole",18815,TRUE,FALSE,NA,NA
"311","RT @saluckiks: Mdrrr tu vas tranquillement prendre le bus https://t.co/6Oh0RAFDrb",FALSE,0,NA,2018-01-31 00:30:50,FALSE,NA,"958497767768371206",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","wallycln",7566,TRUE,FALSE,NA,NA
"312","RT @juliepkrn: @Yaghazpl @Yasmin03001267 @Munitas10 And I am tired after five hours journey by bus from one said of Finland to the other

Y‚Ä¶",FALSE,0,NA,2018-01-31 00:30:49,FALSE,NA,"958497765042114560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amina_yaghaz",29,TRUE,FALSE,NA,NA
"313","Odio tanto cuando el bus est√° lleno y el mae que maneja igual sigue subiendo gente, siento que me voy a asfixiar",FALSE,0,NA,2018-01-31 00:30:49,FALSE,NA,"958497764341673989",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","teneology",0,FALSE,FALSE,NA,NA
"314","RT @mnabih123: ÿßŸÑÿπÿßŸÑŸÖ  ŸÉŸÑŸá Ÿäÿ™ÿ≠ÿØÿ´ ÿπŸÜ ÿßŸÉÿ™ÿ¥ÿßŸÅ ÿßŸÑÿØŸÉÿ™Ÿàÿ± Ÿáÿ¥ÿßŸÖ ÿ≥ŸÑÿßŸÖ ŸÖŸÜ ÿ¨ÿßŸÖÿπÿ© ÿßŸÑŸÖŸÜÿµŸàÿ±ÿ© ŸÑÿ£ŸàŸÑ ŸáŸäŸÉŸÑ ÿØŸäŸÜÿßÿµŸàÿ± ÿπÿßÿ¥ ŸÅŸä ŸÖÿµÿ± Ÿà ÿßŸÅÿ±ŸäŸÇŸäÿß ŸÖŸÜ ŸÖŸÑÿßŸäŸäŸÜ ÿßŸÑÿ≥ŸÜŸäŸÜ .. ÿß‚Ä¶",FALSE,0,NA,2018-01-31 00:30:48,FALSE,NA,"958497759568547841",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fatmabassoussy",9,TRUE,FALSE,NA,NA
"315","RT @MarceloHCabrera: Siempre pensando en el bienestar de los cuencanos, y mejorar la calidad del servicio de transporte p√∫blico, hoy recorr‚Ä¶",FALSE,0,NA,2018-01-31 00:30:45,FALSE,NA,"958497748797489152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","wllflxfgx1918",275,TRUE,FALSE,NA,NA
"316","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:45,FALSE,NA,"958497744741482498",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yoongikkepjjang",806,TRUE,FALSE,NA,NA
"317","RT @AmazingSpongbob: What Ì†ΩÌ±Ö
time Ì†ΩÌ±Ö   
does Ì†ΩÌ±Ö  
the Ì†ΩÌ±Ö   
next Ì†ΩÌ±Ö   
bus Ì†ΩÌ±Ö   
leave Ì†ΩÌ±Ö   
to Ì†ΩÌ±Ö   
bikini Ì†ΩÌ±Ö   
bottom Ì†ΩÌ±Ö",FALSE,0,NA,2018-01-31 00:30:43,FALSE,NA,"958497739712684032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","robert_s1599",869,TRUE,FALSE,NA,NA
"318","RT @ScottPresler: No, she's not bringing an American as her guest.

Democrats give illegal aliens priority seating. Move to the back of the‚Ä¶",FALSE,0,NA,2018-01-31 00:30:42,FALSE,NA,"958497735208001537",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","BookExodus20V15",303,TRUE,FALSE,NA,NA
"319","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:42,FALSE,NA,"958497734956331008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LipsAreLUSCIOUS",18815,TRUE,FALSE,NA,NA
"320","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:41,FALSE,NA,"958497728681537536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cecekiwi",18815,TRUE,FALSE,NA,NA
"321","RT @_anitadz: El otro d√≠a catee el pr√°ctico del coche  y mi madre no podr√≠a recogerme, por lo que mi novio, cuando le cont√© la situaci√≥n me‚Ä¶",FALSE,0,NA,2018-01-31 00:30:41,FALSE,NA,"958497728283201536",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Bea_Castellano",117,TRUE,FALSE,NA,NA
"322","@timhughgarland Hi, which train was this? was this a replacement bus or local bus service? ^CH",FALSE,0,"timhughgarland",2018-01-31 00:30:40,FALSE,"958497105731080193","958497727649861632","3684216675","<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Se_Railway",0,FALSE,FALSE,NA,NA
"323","www sexoldwomenfree nude pics of ashley from rock of love bus https://t.co/uB4YGKUMde",FALSE,0,NA,2018-01-31 00:30:40,FALSE,NA,"958497727469490178",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mmlyj44",0,FALSE,FALSE,NA,NA
"324","Want a $50 Lyft coupon? Use code ZOOT &gt;&gt;&gt; 509 Belt Line Station-Regent Blvd. #DART #bus",FALSE,0,NA,2018-01-31 00:30:40,FALSE,NA,"958497724898344960",NA,"<a href=""https://www.socialoomph.com"" rel=""nofollow"">SocialOomph</a>","Hotel_Deals_Now",0,FALSE,FALSE,NA,NA
"325","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:30:40,FALSE,NA,"958497724239790080",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","chiantie",806,TRUE,FALSE,NA,NA
"326","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:30:40,FALSE,NA,"958497723854086144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lexisbug13",18815,TRUE,FALSE,NA,NA
